NOME_ORIGINAL,NOME_PADRONIZADO
CENTRO ESPORTIVO VILA MANCHESTER - CEE VICENTE ÍTALO FEOLA,CENTRO ESPORTIVO VILA MANCHESTER - CEE VICENTE ÍTALO FEOLA
CENTRO ESPORTIVO VILA MARIA - CEE THOMAZ MAZZONI,CENTRO ESPORTIVO VILA MARIA - CEE THOMAZ MAZZONI
CENTRO ESPORTIVO VILA PRUDENTE/VILA ALPINA - CEE ARTHUR FRIEDENREICH,CENTRO ESPORTIVO VILA PRUDENTE/VILA ALPINA - CEE ARTHUR FRIEDENREICH
CENTRO ESPORTIVO VILA SANTA CATARINA - BALNEÁRIO JALISCO,CENTRO ESPORTIVO VILA SANTA CATARINA - BALNEÁRIO JALISCO
"CENTRO ESPORTIVO, RECREATIVO E EDUCATIVO DO TRABALHADOR","CENTRO ESPORTIVO, RECREATIVO E EDUCATIVO DO TRABALHADOR"
"CENTRO ESPORTIVO, RECREATIVO E EDUCATIVO DO TRABALHADOR - CERET","CENTRO ESPORTIVO, RECREATIVO E EDUCATIVO DO TRABALHADOR"
CENTRO OLÍMPICO DE TREINAMENTO E PESQUISA,CENTRO OLÍMPICO DE TREINAMENTO E PESQUISA
CENTRO OLÍMPICO DE TREINAMENTO E PESQUISA (COTP),CENTRO OLÍMPICO DE TREINAMENTO E PESQUISA
CENTRO PAULISTA DE GOLFE LTDA,CENTRO PAULISTA DE GOLFE LTDA
CEU Agua Azul,CEU AGUA AZUL
CEU Alto Alegre,CEU ALTO ALEGRE
CEU Alvarenga,CEU ALVARENGA
CEU Aricanduva,CEU ARICANDUVA
CEU AT COMPL AGUA AZUL - PAULO RENATO COSTA SOUZA PROF,CEU AT COMPL AGUA AZUL - PAULO RENATO COSTA SOUZA PROF
CEU AT COMPL ALTO ALEGRE - PAULO SUYOSH MINAMI PROF,CEU AT COMPL ALTO ALEGRE - PAULO SUYOSH MINAMI PROF
CEU AT COMPL ALVARENGA,CEU AT COMPL ALVARENGA
CEU AT COMPL ARICANDUVA - IRENE GALVAO DE SOUZA PROFA,CEU AT COMPL ARICANDUVA - IRENE GALVAO DE SOUZA PROFA
CEU AT COMPL AZUL DA COR DO MAR,CEU AT COMPL AZUL DA COR DO MAR
CEU AT COMPL BUTANTA - ELIZABETH GASPAR TUNALA PROFA,CEU AT COMPL BUTANTA - ELIZABETH GASPAR TUNALA PROFA
CEU AT COMPL CAMINHO DO MAR - DULCE SALLES CUNHA BRAGA PROFA,CEU AT COMPL CAMINHO DO MAR - DULCE SALLES CUNHA BRAGA PROFA
CEU AT COMPL CAMPO LIMPO - DOM AGNELO ROSSI CARDEAL,CEU AT COMPL CAMPO LIMPO - DOM AGNELO ROSSI CARDEAL
CEU AT COMPL CANTOS DO AMANHECER,CEU AT COMPL CANTOS DO AMANHECER
CEU AT COMPL CAPAO REDONDO - CELSO SEIXAS RIBEIRO BASTOS PROF E DR,CEU AT COMPL CAPAO REDONDO - CELSO SEIXAS RIBEIRO BASTOS PROF E DR
CEU AT COMPL CASA BLANCA - SOLON BORGES DOS REIS PROF,CEU AT COMPL CASA BLANCA - SOLON BORGES DOS REIS PROF
CEU AT COMPL CIDADE DUTRA - ADIB SALOMAO DR,CEU AT COMPL CIDADE DUTRA - ADIB SALOMAO DR
CEU AT COMPL FEITICO DA VILA - JOSE FREITAS NOBRE DEP PROF,CEU AT COMPL FEITICO DA VILA - JOSE FREITAS NOBRE DEP PROF
CEU AT COMPL FORMOSA - EDEN SILVERIO DE OLIVEIRA PROF,CEU AT COMPL FORMOSA - EDEN SILVERIO DE OLIVEIRA PROF
CEU AT COMPL GUARAPIRANGA - FLORINDA LOTAIF SCHAHIN,CEU AT COMPL GUARAPIRANGA - FLORINDA LOTAIF SCHAHIN
CEU AT COMPL HELIOPOLIS - ARLETE PERSOLI PROFA,CEU AT COMPL HELIOPOLIS - ARLETE PERSOLI PROFA
CEU AT COMPL INACIO MONTEIRO,CEU AT COMPL INACIO MONTEIRO
CEU AT COMPL JACANA,CEU AT COMPL JACANA
CEU AT COMPL JAGUARE - HENRIQUE GAMBA PROF,CEU AT COMPL JAGUARE - HENRIQUE GAMBA PROF
CEU AT COMPL JAMBEIRO - JOSE GUILHERME GIANETTI,CEU AT COMPL JAMBEIRO - JOSE GUILHERME GIANETTI
CEU AT COMPL JARDIM PAULISTANO,CEU AT COMPL JARDIM PAULISTANO
CEU AT COMPL LAJEADO,CEU AT COMPL LAJEADO
CEU AT COMPL MENINOS - ARTUR ALBERTO DE MOTA GONCALVES PROF DR,CEU AT COMPL MENINOS - ARTUR ALBERTO DE MOTA GONCALVES PROF DR
CEU AT COMPL NAVEGANTES - JOSE EVERARDO RODRIGUES COSME PROF,CEU AT COMPL NAVEGANTES - JOSE EVERARDO RODRIGUES COSME PROF
CEU AT COMPL PARAISOPOLIS,CEU AT COMPL PARAISOPOLIS
CEU AT COMPL PARELHEIROS - ENEIDA PALMA LEITE PROFA,CEU AT COMPL PARELHEIROS - ENEIDA PALMA LEITE PROFA
CEU AT COMPL PARQUE ANHANGUERA,CEU AT COMPL PARQUE ANHANGUERA
CEU AT COMPL PARQUE BRISTOL,CEU AT COMPL PARQUE BRISTOL
CEU AT COMPL PARQUE SAO CARLOS,CEU AT COMPL PARQUE SAO CARLOS
CEU AT COMPL PARQUE VEREDAS - JOAO ANTONIO DA SILVA,CEU AT COMPL PARQUE VEREDAS - JOAO ANTONIO DA SILVA
CEU AT COMPL PAZ,CEU AT COMPL PAZ
CEU AT COMPL PERA MARMELO,CEU AT COMPL PERA MARMELO
CEU AT COMPL PERUS,CEU AT COMPL PERUS
CEU AT COMPL QUINTA DO SOL,CEU AT COMPL QUINTA DO SOL
CEU AT COMPL ROSA DA CHINA,CEU AT COMPL ROSA DA CHINA
CEU AT COMPL SAO MATEUS,CEU AT COMPL SAO MATEUS
CEU AT COMPL SAO RAFAEL,CEU AT COMPL SAO RAFAEL
CEU AT COMPL SAPOPEMBA,CEU AT COMPL SAPOPEMBA
CEU AT COMPL TIQUATIRA,CEU AT COMPL TIQUATIRA
CEU AT COMPL TRES LAGOS,CEU AT COMPL TRES LAGOS
CEU AT COMPL TRES PONTES - NILZETE LETICIA BISPO DOS SANTOS LIMA PROFA,CEU AT COMPL TRES PONTES - NILZETE LETICIA BISPO DOS SANTOS LIMA PROFA
CEU AT COMPL UIRAPURU,CEU AT COMPL UIRAPURU
CEU AT COMPL VILA ATLANTICA - JOAO SOARES FILHO PROF,CEU AT COMPL VILA ATLANTICA - JOAO SOARES FILHO PROF
CEU AT COMPL VILA CURUCA - IRENE RAMALHO,CEU AT COMPL VILA CURUCA - IRENE RAMALHO
CEU AT COMPL VILA DO SOL,CEU AT COMPL VILA DO SOL
CEU AT COMPL VILA RUBI - ALEXANDRE KADUNC JORNALISTA,CEU AT COMPL VILA RUBI - ALEXANDRE KADUNC JORNALISTA
CEU Azul da Cor do Mar,CEU AZUL COR DO MAR
CEU AZUL ESCOLA DE EDUCACAO INFANTIL E FUNDAMENTAL,CEU AZUL ESCOLA DE EDUCACAO INFANTIL E FUNDAMENTAL
CEU Butantã,CEU BUTANTÃ
CEU Caminho do Mar - Profa. Dulce Salles Cunha Braga,CEU CAMINHO DO MAR - PROFA. DULCE SALLES CUNHA BRAGA
CEU Campo Limpo,CEU CAMPO LIMPO
CEU Canto do Amanhecer,CEU CANTO DO AMANHECER
CEU Capão Redondo,CEU CAPÃO REDONDO
CEU CapÒo Redondo,CEU CAPÃO REDONDO
CEU Casa Blanca,CEU CASA BLANCA
CEU CEI ADELAIDE TERESA LOPES CIMONARI PROFA,CEU CEI ADELAIDE TERESA LOPES CIMONARI PROFA
CEU CEI AGUA AZUL,CEU CEI AGUA AZUL
CEU CEI ALTO ALEGRE,CEU CEI ALTO ALEGRE
CEU CEI ALVARENGA,CEU CEI ALVARENGA
CEU CEI ANA LUCIA DE HOLANDA GAMBOA PROFA,CEU CEI ANA LUCIA DE HOLANDA GAMBOA PROFA
CEU CEI AZUL DA COR DO MAR,CEU CEI AZUL DA COR DO MAR
CEU CEI BENEDITO GALAVOTE PROF,CEU CEI BENEDITO GALAVOTE PROF
CEU CEI BUTANTA,CEU CEI BUTANTA
CEU CEI CAMINHO DO MAR,CEU CEI CAMINHO DO MAR
CEU CEI CAMPO LIMPO,CEU CEI CAMPO LIMPO
CEU CEI CANTOS DO AMANHECER,CEU CEI CANTOS DO AMANHECER
CEU CEI CASA BLANCA,CEU CEI CASA BLANCA
CEU CEI CIDADE DUTRA,CEU CEI CIDADE DUTRA
CEU CEI DIRCE MIGLIACCIO,CEU CEI DIRCE MIGLIACCIO
CEU CEI ELON MACENA,CEU CEI ELON MACENA
CEU CEI EVANIR APARECIDA HILARIO PROFA,CEU CEI EVANIR APARECIDA HILARIO PROFA
CEU CEI GUARAPIRANGA,CEU CEI GUARAPIRANGA
CEU CEI JACANA,CEU CEI JACANA
CEU CEI JAGUARE,CEU CEI JAGUARE
CEU CEI JARDIM PAULISTANO,CEU CEI JARDIM PAULISTANO
CEU CEI JOSELY MARIA CARDOSO BENTO,CEU CEI JOSELY MARIA CARDOSO BENTO
CEU CEI MENINOS,CEU CEI MENINOS
CEU CEI NAVEGANTES,CEU CEI NAVEGANTES
CEU CEI PARAISOPOLIS,CEU CEI PARAISOPOLIS
CEU CEI PARELHEIROS,CEU CEI PARELHEIROS
CEU CEI PARQUE ANHANGUERA,CEU CEI PARQUE ANHANGUERA
CEU CEI PARQUE BRISTOL,CEU CEI PARQUE BRISTOL
CEU CEI PARQUE SAO CARLOS,CEU CEI PARQUE SAO CARLOS
CEU CEI PAZ,CEU CEI PAZ
CEU CEI PERA MARMELO,CEU CEI PERA MARMELO
CEU CEI PERUS,CEU CEI PERUS
CEU CEI QUINTA DO SOL,CEU CEI QUINTA DO SOL
CEU CEI ROSA DA CHINA,CEU CEI ROSA DA CHINA
CEU CEI RUBEM ALVES,CEU CEI RUBEM ALVES
CEU CEI SAO MATEUS,CEU CEI SAO MATEUS
CEU CEI SAO RAFAEL,CEU CEI SAO RAFAEL
CEU CEI SILVANA APARECIDA TOBIAS PROFA,CEU CEI SILVANA APARECIDA TOBIAS PROFA
CEU CEI TRES LAGOS,CEU CEI TRES LAGOS
CEU CEI TRES PONTES,CEU CEI TRES PONTES
CEU CEI UIRAPURU,CEU CEI UIRAPURU
CEU CEI VILA ATLANTICA,CEU CEI VILA ATLANTICA
CEU CEI VILA DO SOL,CEU CEI VILA DO SOL
CEU CEI VILA RUBI,CEU CEI VILA RUBI
CEU CEI WALTER DE ANDRADE PROF,CEU CEI WALTER DE ANDRADE PROF
CEU CEI YOLANDA DE SOUZA SANTALUCIA PROFA,CEU CEI YOLANDA DE SOUZA SANTALUCIA PROFA
CEU CEMEI BARRO BRANCO III,CEU CEMEI BARRO BRANCO III
CEU CEMEI CORETO DE TAIPAS,CEU CEMEI CORETO DE TAIPAS
CEU CEMEI FREGUESIA DO O,CEU CEMEI FREGUESIA DO O
CEU CEMEI HORIZONTE AZUL,CEU CEMEI HORIZONTE AZUL
CEU CEMEI JARDIM TREMEMBE - ACELINO SCALQUETTE PROF,CEU CEMEI JARDIM TREMEMBE - ACELINO SCALQUETTE PROF
CEU CEMEI JOSE BONIFACIO,CEU CEMEI JOSE BONIFACIO
CEU CEMEI MONTE SERRAT,CEU CEMEI MONTE SERRAT
CEU CEMEI NOVO MUNDO,CEU CEMEI NOVO MUNDO
CEU CEMEI PARQUE DO CARMO,CEU CEMEI PARQUE DO CARMO
CEU CEMEI PINHEIRINHO DAGUA,CEU CEMEI PINHEIRINHO DAGUA
CEU CEMEI SAO MIGUEL,CEU CEMEI SAO MIGUEL
CEU CEMEI VILA ALPINA,CEU CEMEI VILA ALPINA
CEU Cidade Dutra,CEU CIDADE DUTRA
CEU EMEF ALTO ALEGRE,CEU EMEF ALTO ALEGRE
CEU EMEF ANTONIO CARLOS ROCHA PROF,CEU EMEF ANTONIO CARLOS ROCHA PROF
CEU EMEF BUTANTA,CEU EMEF BUTANTA
CEU EMEF CAMPOS SALLES PRES,CEU EMEF CAMPOS SALLES PRES
CEU EMEF CANDIDA DORA PINO PRETINI PROFA,CEU EMEF CANDIDA DORA PINO PRETINI PROFA
CEU EMEF CANTOS DO AMANHECER,CEU EMEF CANTOS DO AMANHECER
CEU EMEF CASA BLANCA,CEU EMEF CASA BLANCA
CEU EMEF CESAR ARRUDA CASTANHO DEP,CEU EMEF CESAR ARRUDA CASTANHO DEP
CEU EMEF CIDADE DUTRA,CEU EMEF CIDADE DUTRA
CEU EMEF CONCEICAO APARECIDA DE JESUS PROFA,CEU EMEF CONCEICAO APARECIDA DE JESUS PROFA
CEU EMEF DOMINGOS RUBINO PROF,CEU EMEF DOMINGOS RUBINO PROF
CEU EMEF FEITICO DA VILA,CEU EMEF FEITICO DA VILA
CEU EMEF HERMES FERREIRA DE SOUZA,CEU EMEF HERMES FERREIRA DE SOUZA
CEU EMEF INACIO MONTEIRO,CEU EMEF INACIO MONTEIRO
CEU EMEF JACANA,CEU EMEF JACANA
CEU EMEF JAGUARE,CEU EMEF JAGUARE
CEU EMEF JAMBEIRO,CEU EMEF JAMBEIRO
CEU EMEF JARDIM ELIANA,CEU EMEF JARDIM ELIANA
CEU EMEF JARDIM PAULISTANO,CEU EMEF JARDIM PAULISTANO
CEU EMEF JOSE REZENDE PROF,CEU EMEF JOSE REZENDE PROF
CEU EMEF JOSE SARAMAGO,CEU EMEF JOSE SARAMAGO
CEU EMEF LAJEADO,CEU EMEF LAJEADO
CEU EMEF MANOEL VIEIRA DE QUEIROZ FILHO,CEU EMEF MANOEL VIEIRA DE QUEIROZ FILHO
CEU EMEF MARA CRISTINA TARTAGLIA SENA PROFA,CEU EMEF MARA CRISTINA TARTAGLIA SENA PROFA
CEU EMEF MARIA APARECIDA DE SOUZA CAMPOS PROFA,CEU EMEF MARIA APARECIDA DE SOUZA CAMPOS PROFA
CEU EMEF MARIA CLARA MACHADO,CEU EMEF MARIA CLARA MACHADO
CEU EMEF MARIA LISBOA DA SILVA PROFA,CEU EMEF MARIA LISBOA DA SILVA PROFA
CEU EMEF MARIO FITTIPALDI,CEU EMEF MARIO FITTIPALDI
CEU EMEF MENINOS,CEU EMEF MENINOS
CEU EMEF NAZARE NERI LIMA PROFA,CEU EMEF NAZARE NERI LIMA PROFA
CEU EMEF PARAISOPOLIS,CEU EMEF PARAISOPOLIS
CEU EMEF PARQUE SAO CARLOS,CEU EMEF PARQUE SAO CARLOS
CEU EMEF PAULO GOMES CARDIM PROF DR,CEU EMEF PAULO GOMES CARDIM PROF DR
CEU EMEF PAULO GONCALO DOS SANTOS PROF,CEU EMEF PAULO GONCALO DOS SANTOS PROF
CEU EMEF PERA MARMELO,CEU EMEF PERA MARMELO
CEU EMEF PERUS,CEU EMEF PERUS
CEU EMEF ROSANGELA RODRIGUES VIEIRA PROFA,CEU EMEF ROSANGELA RODRIGUES VIEIRA PROFA
CEU EMEF TATIANA BELINKY,CEU EMEF TATIANA BELINKY
CEU EMEF TEOTONIO VILELA SEN,CEU EMEF TEOTONIO VILELA SEN
CEU EMEF TRES LAGOS,CEU EMEF TRES LAGOS
CEU EMEF TRES PONTES,CEU EMEF TRES PONTES
CEU EMEF VALTER PAULINO ESTEVAM PROF DR,CEU EMEF VALTER PAULINO ESTEVAM PROF DR
CEU EMEF VILA ATLANTICA,CEU EMEF VILA ATLANTICA
CEU EMEF VILA CURUCA,CEU EMEF VILA CURUCA
CEU EMEF VILA DO SOL,CEU EMEF VILA DO SOL
CEU EMEF VILA RUBI,CEU EMEF VILA RUBI
CEU EMEI ALTO ALEGRE,CEU EMEI ALTO ALEGRE
CEU EMEI ALVARENGA,CEU EMEI ALVARENGA
CEU EMEI ANTON MAKARENKO,CEU EMEI ANTON MAKARENKO
CEU EMEI ANTONIO FRANCISCO LISBOA,CEU EMEI ANTONIO FRANCISCO LISBOA
CEU EMEI APPARECIDO DOMINGUES PROF,CEU EMEI APPARECIDO DOMINGUES PROF
CEU EMEI ARICANDUVA,CEU EMEI ARICANDUVA
CEU EMEI BENNO HUBERT STOLLENWERK PE,CEU EMEI BENNO HUBERT STOLLENWERK PE
CEU EMEI BRAZ JAIME ROMANO,CEU EMEI BRAZ JAIME ROMANO
CEU EMEI BUTANTA,CEU EMEI BUTANTA
CEU EMEI CAMINHO DO MAR,CEU EMEI CAMINHO DO MAR
CEU EMEI CANTOS DO AMANHECER,CEU EMEI CANTOS DO AMANHECER
CEU EMEI CARLOS OLIVALDO DE SOUZA LOPES MUNIZ DR,CEU EMEI CARLOS OLIVALDO DE SOUZA LOPES MUNIZ DR
CEU EMEI CASA BLANCA,CEU EMEI CASA BLANCA
CEU EMEI EDNA ALVES DE SOUSA PROFA,CEU EMEI EDNA ALVES DE SOUSA PROFA
CEU EMEI ERIKA DE SOUZA BRITO MATOS PROFA,CEU EMEI ERIKA DE SOUZA BRITO MATOS PROFA
CEU EMEI FEITICO DA VILA,CEU EMEI FEITICO DA VILA
CEU EMEI FORMOSA,CEU EMEI FORMOSA
CEU EMEI GUARAPIRANGA,CEU EMEI GUARAPIRANGA
CEU EMEI INACIO MONTEIRO,CEU EMEI INACIO MONTEIRO
CEU EMEI IRENE MANKE MARQUES PROFA,CEU EMEI IRENE MANKE MARQUES PROFA
CEU EMEI JACANA,CEU EMEI JACANA
CEU EMEI JAGUARE,CEU EMEI JAGUARE
CEU EMEI JARDIM PAULISTANO,CEU EMEI JARDIM PAULISTANO
CEU EMEI JARDIM VILA NOVA,CEU EMEI JARDIM VILA NOVA
CEU EMEI JORGE AMADO,CEU EMEI JORGE AMADO
CEU EMEI JOSE GASPAR D,CEU EMEI JOSE GASPAR D
CEU EMEI LOREANE LALLO PROFA,CEU EMEI LOREANE LALLO PROFA
CEU EMEI LUCIANA AZEVEDO POMPERMAYER PROFA,CEU EMEI LUCIANA AZEVEDO POMPERMAYER PROFA
CEU EMEI LUIZA HELENA FERREIRA PROFA,CEU EMEI LUIZA HELENA FERREIRA PROFA
CEU EMEI MAGDA FERREIRA DA SILVA CARVALHO PROFA,CEU EMEI MAGDA FERREIRA DA SILVA CARVALHO PROFA
CEU EMEI MARIA APARECIDA COELHO ALVES TEIXEIRA PROFA,CEU EMEI MARIA APARECIDA COELHO ALVES TEIXEIRA PROFA
CEU EMEI MILTON SANTOS PROF,CEU EMEI MILTON SANTOS PROF
CEU EMEI NAVEGANTES,CEU EMEI NAVEGANTES
CEU EMEI PARAISOPOLIS,CEU EMEI PARAISOPOLIS
CEU EMEI PARQUE ANHANGUERA,CEU EMEI PARQUE ANHANGUERA
CEU EMEI PAULO FREIRE PROF,CEU EMEI PAULO FREIRE PROF
CEU EMEI PAZ,CEU EMEI PAZ
CEU EMEI PERA MARMELO,CEU EMEI PERA MARMELO
CEU EMEI ROQUE SPENCER MACIEL DE BARROS PROF,CEU EMEI ROQUE SPENCER MACIEL DE BARROS PROF
CEU EMEI ROSA DA CHINA,CEU EMEI ROSA DA CHINA
CEU EMEI SAO MATEUS,CEU EMEI SAO MATEUS
CEU EMEI THERESINHA SQUINCA DA SILVA PROFA,CEU EMEI THERESINHA SQUINCA DA SILVA PROFA
CEU EMEI TRES LAGOS,CEU EMEI TRES LAGOS
CEU EMEI TRES PONTES,CEU EMEI TRES PONTES
CEU EMEI UIRAPURU,CEU EMEI UIRAPURU
CEU EMEI VILA ATLANTICA,CEU EMEI VILA ATLANTICA
CEU EMEI VILA DO SOL,CEU EMEI VILA DO SOL
CEU Feitico da Vila,CEU FEITICIO DA VILA
CEU Feitiço da Vila,CEU FEITICIO DA VILA
CEU Formosa,CEU FORMOSA
CEU Guarapiranga,CEU GUARAPIRANGA
CEU HELIOPOLIS - PROFA. ARLETE PERSOLI,CEU HELIOPOLIS - PROFA. ARLETE PERSOLI
CEU Inacio Monteiro,CEU INÁCIO MONTEIRO
CEU Inácio Monteiro,CEU INÁCIO MONTEIRO
CEU Jacanã,CEU JACANÃ
CEU Jaguará,CEU JAGUARÉ
CEU Jaguaré,CEU JAGUARÉ
CEU Jaguarê,CEU JAGUARÉ
CEU JaguarÛ,CEU JAGUARÉ
CEU Jambeiro,CEU JAMBEIRO
CEU Jardim Paulistano,CEU JARDIM PAULISTANO
CEU Lajeado,CEU LAJEADO
CEU Meninos,CEU MENINOS
CEU Navegantes,CEU NAVEGANTES
CEU Paraisópolis,CEU PARAISÓPOLIS
CEU Parelheiros,CEU PARELHEIROS
CEU Parque Anhanguera,CEU PARQUE ANHAGUERA
CEU Parque Bristol,CEU PARQUE BRISTOL
CEU Parque São  Carlos,CEU PARQUE SÃO CARLOS
CEU Parque São Carlos,CEU PARQUE SÃO CARLOS
CEU Parque SÒo Carlos,CEU PARQUE SÃO CARLOS
CEU Parque Veredas,CEU PARQUE VERENDAS
CEU Paz,CEU PAZ
CEU Pera-Marmelo,CEU PÊRA-MARMELO
CEU Pêra-Marmelo,CEU PÊRA-MARMELO
CEU Perus,CEU PERUS
CEU Quinta do Sol,CEU QUINTA DO SOL
CEU Rosa da China,CEU ROSA DA CHINA
CEU São  Mateus,CEU SÃO MATHEUS
CEU São  Rafael,CEU SÃO RAFAEL
CEU São Mateus,CEU SÃO MATHEUS
CEU São Rafael,CEU SÃO RAFAEL
CEU Sapopemba,CEU SAPOPEMBA
CEU Tiquatira,CEU TIGUATIRA
CEU Três Lagos,CEU TRÊS LAGOS
CEU Três Pontes,CEU TRÊS PONTES
CEU Uirapuru,CEU UIRAPURU
CEU Vila Atlantica,CEU VILA ATLÂNTICA
CEU Vila Atlântica,CEU VILA ATLÂNTICA
CEU Vila Curuca,CEU VILA CURUÇÁ
CEU Vila Curucá,CEU VILA CURUÇÁ
CEU Vila Curuçá,CEU VILA CURUÇÁ
CEU Vila do Sol,CEU VILA DO SOL
CEU Vila Rubi,CEU VILA RUBI
CHARLES GOODYEAR,CHARLES GOODYEAR
CID DUTRA,CID DUTRA
CIDADE ADEMAR,CIDADE ADEMAR
CIDADE LIDER,CIDADE LIDER
CIDADE PATRIARCA,CIDADE PATRIARCA
CIDADE SÃO MATEUS,CIDADE SÃO MATEUS
CIDADE SATÉLITE STA BARBARA,CIDADE SATÉLITE STA BARBARA
CIRCOLO ITALIANO - SAN PAOLO,CIRCOLO ITALIANO - SAN PAOLO
CIRCULO ESP. ISRAELITA BR?S MACABI,CIRCULO ESP. ISRAELITA BRÁS MACABI
CIRCULO ESP. ISRAELITA BRAS MACABI,CIRCULO ESP. ISRAELITA BRÁS MACABI
CIRCULO ESP. ISRAELITA BRÁS MACABI,CIRCULO ESP. ISRAELITA BRÁS MACABI
CÍRCULO ESPORTIVO ISRAELITA BRASILEIRO MACABI,CÍRCULO ESPORTIVO ISRAELITA BRASILEIRO MACABI
CIRCULO ITALIANO SAN PAOLO,CIRCULO ITALIANO SAN PAOLO
CIRCULO MILITAR DE S PAULO-GINASIO,CIRCULO MILITAR DE S PAULO-GINÁSIO
CIRCULO MILITAR DE S PAULO-GINÁSIO,CIRCULO MILITAR DE S PAULO-GINÁSIO
CÍRCULO MILITAR DE SÃO PAULO,CÍRCULO MILITAR DE SÃO PAULO
CISPLATINA FUTEBOL CLUBE,CISPLATINA FUTEBOL CLUBE
CITIBANK CLUB,CITIBANK CLUB
CLEUSA BUENO,CLEUSA BUENO
CLOVIS ALVES RODRIGUES,CLOVIS ALVES RODRIGUES
CLUB ATHLETICO PAULISTANO,CLUB ATHLETICO PAULISTANO
CLUB HOMS,CLUB HOMS
CLUB TRANSATLANTICO,CLUB TRANSATLANTICO
CLUBE ADAMUS VOLEIBOL,CLUBE ADAMUS VOLEIBOL
CLUBE ALEPO SOCIAL E RECREATIVO,CLUBE ALEPO SOCIAL E RECREATIVO
CLUBE ALTO DOS PINHEIROS,CLUBE ALTO DOS PINHEIROS
CLUBE AQUÁTICO DA ACLIMAÇÃO,CLUBE AQUÁTICO DA ACLIMAÇÃO
CLUBE AQUÁTICO DO BOSQUE,CLUBE AQUÁTICO DO BOSQUE
CLUBE ASSOCIATIVO DOS SUBOFICIAIS E SARGENTOS DA AERONÁUTICA DE SÃO PAULO,CLUBE ASSOCIATIVO DOS SUBOFICIAIS E SARGENTOS DA AERONÁUTICA DE SÃO PAULO
CLUBE ATLÉTICO AZEVEDO SOARES,CLUBE ATLÉTICO AZEVEDO SOARES
CLUBE ATLÉTICO INDIANO,CLUBE ATLÉTICO INDIANO-GINÁSIO
CLUBE ATLETICO INDIANO-GINASIO,CLUBE ATLÉTICO INDIANO-GINÁSIO
CLUBE ATLÉTICO INDIANO-GINÁSIO,CLUBE ATLÉTICO INDIANO-GINÁSIO
CLUBE ATLETICO IPIRANGA-GINASIO,CLUBE ATLÉTICO IPIRANGA-GINÁSIO
CLUBE ATLÉTICO IPIRANGA-GINÁSIO,CLUBE ATLÉTICO IPIRANGA-GINÁSIO
CLUBE ATLÉTICO JUVENTUS,CLUBE ATLÉTICO JUVENTUS-ESTÁDIO
CLUBE ATLETICO JUVENTUS-ESTADIO,CLUBE ATLÉTICO JUVENTUS-ESTÁDIO
CLUBE ATLÉTICO JUVENTUS-ESTÁDIO,CLUBE ATLÉTICO JUVENTUS-ESTÁDIO
CLUBE ATLÉTICO MONTE LÍBANO,CLUBE ATLÉTICO MONTE LÍBANO-GINÁSIO
CLUBE ATLETICO MONTE LIBANO-GINASIO,CLUBE ATLÉTICO MONTE LÍBANO-GINÁSIO
CLUBE ATLÉTICO MONTE LÍBANO-GINÁSIO,CLUBE ATLÉTICO MONTE LÍBANO-GINÁSIO
CLUBE ATLÉTICO PARQUE DA MOOCA,CLUBE ATLÉTICO PARQUE DA MOOCA
CLUBE ATLETICO PAULISTANO-GINASIO,CLUBE ATLÉTICO PAULISTANO-GINÁSIO
CLUBE ATLÉTICO PAULISTANO-GINÁSIO,CLUBE ATLÉTICO PAULISTANO-GINÁSIO
CLUBE ATLÉTICO SÃO PAULO,CLUBE ATLÉTICO SÃO PAULO
CLUBE ATLÉTICO TREMEMBÉ,CLUBE ATLÉTICO TREMEMBÉ
CLUBE ATLÉTICO YPIRANGA,CLUBE ATLÉTICO YPIRANGA
CLUBE CALIBRE DE TIRO,CLUBE CALIBRE DE TIRO
CLUBE CAMPESTRE DE S?O PAULO,CLUBE CAMPESTRE DE SÃO PAULO
CLUBE CAMPESTRE DE SAO PAULO,CLUBE CAMPESTRE DE SÃO PAULO
CLUBE CAMPESTRE DE SÃO PAULO,CLUBE CAMPESTRE DE SÃO PAULO
CLUBE DA ÂNCORA,CLUBE DA ÂNCORA
CLUBE DA CIDADE CAMPO LIMPO,CLUBE DA CIDADE CAMPO LIMPO
CLUBE DA CIDADE JAGUARE,CLUBE DA CIDADE JAGUARE
CLUBE DA CIDADE JARDIM CABUÇU,CLUBE DA CIDADE JARDIM CABUÇU
CLUBE DE CAMPO ASSOCIAÇÃO ATLÉTICA GUAPIRA,CLUBE DE CAMPO ASSOCIAÇÃO ATLÉTICA GUAPIRA
CLUBE DE CAMPO DE SAO PAULO,CLUBE DE CAMPO DE SAO PAULO
CLUBE DE CAMPO DO CASTELO,CLUBE DE CAMPO DO CASTELO
CLUBE DE CAMPO ECOL.SITIO DAS CORUJAS,CLUBE DE CAMPO ECOL.SITIO DAS CORUJAS
CLUBE DE POLO SÃO JOSÉ,CLUBE DE POLO SÃO JOSÉ
CLUBE DE REGATAS BANDEIRANTE,CLUBE DE REGATAS BANDEIRANTE
CLUBE DE REGATAS TIETE,CLUBE DE REGATAS TIETE
CLUBE DE TIRO DO CENTRO M.J.N,CLUBE DE TIRO DO CENTRO M.J.N
CLUBE DE TIRO INTERARMAS,CLUBE DE TIRO INTERARMAS
CLUBE DE TIRO SEMPRE FIRE LTDA,CLUBE DE TIRO SEMPRE FIRE LTDA
